id,card_id,source_id
0897da69-be8b-4748-9f35-24d41e9b4ad5,022c7833-383c-42a0-89d4-624b6604332e,70a74f33-2c4c-4286-8a0b-e41eda096cfa
14373f47-9dca-4176-a873-3faf1433ba84,fb090e1e-65d3-4c59-bb3e-73086bb1e589,70a74f33-2c4c-4286-8a0b-e41eda096cfa
1c5124a8-5881-47ce-aefa-390df09380c0,8dfa9b37-fab8-491b-9824-3ce51c6c8384,70a74f33-2c4c-4286-8a0b-e41eda096cfa
834c54df-f7fb-453b-9cc6-6584934c4f71,7f40e257-d444-4e82-8079-232242b40272,70a74f33-2c4c-4286-8a0b-e41eda096cfa
89d71c11-83f8-430b-a6eb-5f10a25c9e92,9bb5244f-7819-4b24-82a6-65497112291c,70a74f33-2c4c-4286-8a0b-e41eda096cfa
dad2f104-1186-4fdb-bd84-3f212f536948,a9759039-268e-4463-be5a-ab8f8857799f,70a74f33-2c4c-4286-8a0b-e41eda096cfa
f7827972-b7c7-48a6-8e22-b8d52daef224,bd9c8d7c-369c-46b3-ae97-ccb60dac6960,70a74f33-2c4c-4286-8a0b-e41eda096cfa
